trustLevel,totalScanTimeInSeconds,grandTotal,scansWithoutRegistration,scannedLineItemsPerSecond,valuePerSecond,lineItemVoidsPerPosition,fraud,checkoutTime,customer_sex,storeLocation,paymentType
2,351,50.75,7,0.0455840455840456,0.144586894586895,0.0625,0,2020/09/17 17:39:31,female,Stuttgart,Apple Pay
1,107,39.55,6,0.25233644859813104,0.369626168224299,0.037037037037037,0,2020/09/17 17:40:12,male,Stuttgart,Apple Pay
5,1237,48.22,2,0.00808407437348424,0.038981406628941014,0.7,0,2020/01/27 08:04:15,female,Stuttgart,Mastercard
2,1450,62.63,9,0.0103448275862069,0.0431931034482759,0.33333333333333304,0,2020/08/19 16:30:03,female,Stuttgart,Mastercard
5,508,57.9,7,0.0275590551181102,0.113976377952756,0.14285714285714302,0,2020/12/11 21:10:32,male,Stuttgart,Visa
1,1748,26.31,9,0.0085812356979405,0.0150514874141876,0.0,0,2020/09/06 17:12:36,male,München,Sparkasse Munchen
6,1000,61.24,3,0.009000000000000001,0.06124,0.7777777777777779,0,2020/09/25 18:00:59,male,Karlsruhe,Mastercard
1,1123,28.94,0,0.0133570792520036,0.0257702582368655,0.0666666666666667,0,2020/03/29 10:37:20,female,Karlsruhe,BB Bank Karlsruhe
1,232,18.27,5,0.00862068965517241,0.07875,4.5,0,2020/12/26 21:45:23,female,Karlsruhe,Cash
2,1327,7.02,1,0.0188394875659382,0.00529012810851545,0.28,0,2020/09/28 18:06:24,male,Karlsruhe,Volksbank Frankfurt
6,449,21.0,4,0.0022271714922049,0.0467706013363029,5.0,0,2020/08/11 16:10:02,male,Karlsruhe,Sparkasse Karlsruhe
4,1228,3.17,4,0.0244299674267101,0.0025814332247557,0.23333333333333306,0,2020/03/15 10:03:37,male,Stuttgart,Volksbank Stuttgart
1,861,31.34,3,0.0232288037166086,0.0363995354239257,0.55,0,2020/12/21 21:33:49,male,Frankfurt,Volksbank Frankfurt
5,70,40.04,1,0.4,0.5720000000000001,0.0357142857142857,0,2020/01/11 07:26:23,male,Karlsruhe,Sparkasse Munchen
6,1154,57.64,10,0.0173310225303293,0.049948006932409014,0.35,0,2020/09/14 17:32:57,male,Frankfurt,Sparkasse Munchen
3,1393,99.58,8,0.0136396267049533,0.0714860014357502,0.0526315789473684,0,2020/04/16 11:21:17,female,München,Volksbank Karlsruhe
2,1068,23.64,0,0.0131086142322097,0.0221348314606742,0.28571428571428603,0,2020/09/01 17:01:10,female,München,Sparkasse Munchen
6,300,93.04,4,0.0333333333333333,0.31013333333333304,0.4,0,2020/11/23 20:26:20,male,Stuttgart,Visa
2,250,33.95,10,0.056,0.1358,0.7857142857142858,0,2020/07/05 14:38:33,male,Stuttgart,Google Pay
4,1411,49.25,8,0.00283486888731396,0.0349043231750532,0.5,0,2020/05/12 12:24:54,male,Stuttgart,Volksbank Frankfurt
4,1279,89.11,0,0.0109460516028147,0.0696716184519156,0.0,0,2020/09/01 17:00:05,female,Frankfurt,Sparkasse Munchen
3,1771,2.51,1,0.00508187464709204,0.00141727837380011,0.33333333333333304,0,2020/04/21 11:34:53,male,München,Mastercard
3,1642,6.25,8,0.0048721071863581,0.0038063337393422704,0.875,0,2020/03/26 10:29:24,,Karlsruhe,BB Bank Karlsruhe
3,1018,27.26,9,0.0235756385068762,0.0267779960707269,0.0416666666666667,0,2020/08/09 16:04:38,,Stuttgart,Sparkasse Stuttgart
3,44,78.64,10,0.0909090909090909,1.7872727272727298,0.25,0,2020/03/24 10:26:00,female,Karlsruhe,Volksbank Stuttgart
3,550,84.57,0,0.04,0.153763636363636,0.272727272727273,0,2020/12/07 21:00:46,male,Karlsruhe,Visa
2,109,24.32,0,0.100917431192661,0.22311926605504606,0.9090909090909092,0,2020/11/09 19:51:40,,Stuttgart,Mastercard
3,1660,12.58,5,0.00903614457831325,0.00757831325301205,0.4,0,2020/12/20 21:30:41,male,Karlsruhe,Visa
2,1078,58.61,10,0.007421150278293141,0.0543692022263451,1.125,0,2020/12/01 20:45:56,female,Frankfurt,Mastercard
2,1464,58.21,3,0.0177595628415301,0.0397609289617486,0.307692307692308,0,2020/09/24 17:56:40,female,Karlsruhe,Sparkasse Stuttgart
5,1228,85.93,0,0.0162866449511401,0.0699755700325733,0.55,0,2020/01/04 07:09:40,male,Frankfurt,Apple Pay
6,1790,70.66,1,0.00726256983240223,0.0394748603351955,0.384615384615385,0,2020/05/12 12:26:26,male,Frankfurt,Sparkasse Munchen
5,1052,67.09,2,0.0180608365019011,0.0637737642585551,0.315789473684211,0,2020/03/09 09:49:35,male,Stuttgart,Visa
1,996,71.94,0,0.0271084337349398,0.0722289156626506,0.25925925925925897,1,2020/09/13 11:53:23,,Stuttgart,Volksbank Stuttgart
2,1515,7.69,4,0.0138613861386139,0.00507590759075908,0.523809523809524,0,2020/03/11 09:53:36,,München,Sparkasse Munchen
6,1245,22.06,7,0.00803212851405622,0.017718875502008,0.4,0,2020/03/31 10:42:15,male,München,Volksbank Frankfurt
2,952,0.58,5,0.0168067226890756,0.000609243697478992,0.5,0,2020/07/11 14:53:31,,Stuttgart,Volksbank Frankfurt
5,1570,47.79,10,0.00127388535031847,0.0304394904458599,2.0,0,2020/03/07 09:44:14,male,München,Apple Pay
3,1599,36.79,5,0.0100062539086929,0.0230081300813008,0.5625,0,2020/04/02 10:48:15,male,Karlsruhe,Mastercard
2,1305,87.65,8,0.021455938697318003,0.0671647509578544,0.25,1,2020/10/07 12:21:14,female,München,Mastercard
6,122,14.32,5,0.114754098360656,0.117377049180328,0.0714285714285714,0,2020/02/07 08:32:29,female,Frankfurt,Apple Pay
6,861,97.36,9,0.009291521486643441,0.11307781649245098,0.75,0,2020/03/07 09:42:55,male,Stuttgart,Sparkasse Stuttgart
6,1577,78.41,6,0.0145846544071021,0.04972098922003799,0.17391304347826098,0,2020/01/13 07:30:57,male,Frankfurt,Sparkasse Stuttgart
4,597,45.98,4,0.0284757118927973,0.0770184254606365,0.0,0,2020/06/22 14:06:49,female,München,Google Pay
1,1319,37.1,7,0.0144048521607278,0.0281273692191054,0.368421052631579,0,2020/05/12 12:25:34,male,Karlsruhe,Cash
1,1335,38.95,1,0.0142322097378277,0.0291760299625468,0.263157894736842,0,2020/12/09 21:04:27,,Frankfurt,Volksbank Frankfurt
6,894,77.5,6,0.0111856823266219,0.0866890380313199,0.6,0,2020/12/26 21:47:22,,Frankfurt,Volksbank Frankfurt
5,533,0.28,0,0.00375234521575985,0.000525328330206379,3.0,0,2020/06/18 13:55:59,female,Stuttgart,BB Bank Karlsruhe
3,1636,70.4,9,0.00916870415647922,0.0430317848410758,0.5333333333333329,0,2020/01/08 07:17:22,female,München,Google Pay
3,185,98.96,2,0.14594594594594598,0.5349189189189191,0.148148148148148,0,2020/10/24 19:11:15,female,Karlsruhe,Volksbank Karlsruhe
4,113,23.38,10,0.15929203539823,0.20690265486725695,0.6111111111111109,0,2020/02/04 08:23:41,female,München,Visa
4,1814,52.98,7,0.0071664829106946,0.0292061742006615,0.23076923076923106,0,2020/09/29 18:08:52,female,Karlsruhe,Volksbank Karlsruhe
4,477,1.36,1,0.0440251572327044,0.0028511530398322893,0.4761904761904761,0,2020/04/27 11:48:57,male,Frankfurt,Volksbank Stuttgart
6,1123,33.03,6,0.005342831700801421,0.0294122885129118,1.6666666666666698,0,2020/06/29 14:24:02,female,Karlsruhe,Cash
2,1278,98.78,3,0.00625978090766823,0.0772926447574335,0.25,0,2020/11/05 19:41:40,female,München,Sparkasse Stuttgart
3,1171,90.98,1,0.013663535439795,0.0776942783945346,0.5,0,2020/10/19 18:59:21,female,Karlsruhe,Apple Pay
4,1175,77.42,5,0.0119148936170213,0.0658893617021277,0.0,0,2020/08/12 16:12:55,female,Stuttgart,Visa
2,1094,91.26,0,0.00639853747714808,0.08341864716636199,1.28571428571429,0,2020/09/14 17:32:49,male,Karlsruhe,Apple Pay
1,990,19.42,7,0.0202020202020202,0.0196161616161616,0.05,0,2020/01/06 07:13:18,female,Stuttgart,Sparkasse Frankfurt
5,37,62.17,4,0.7837837837837841,1.68027027027027,0.31034482758620696,0,2020/08/09 16:05:34,female,München,Apple Pay
5,356,68.03,3,0.0196629213483146,0.191095505617978,0.7142857142857142,0,2020/06/16 13:52:42,female,Karlsruhe,Mastercard
6,493,86.24,0,0.0365111561866126,0.17492900608519302,0.33333333333333304,0,2020/03/20 10:16:13,female,München,BB Bank Karlsruhe
3,654,85.68,10,0.00152905198776758,0.131009174311927,4.0,0,2020/10/14 18:46:18,female,Karlsruhe,Google Pay
2,509,85.16,5,0.031434184675835,0.16730844793713198,0.0625,0,2020/11/08 19:48:42,female,Frankfurt,Sparkasse Stuttgart
4,580,89.67,7,0.0293103448275862,0.154603448275862,0.17647058823529396,0,2020/09/10 17:23:32,female,Stuttgart,Sparkasse Munchen
3,435,9.79,5,0.0528735632183908,0.0225057471264368,0.0869565217391304,0,2020/06/16 13:52:17,male,Frankfurt,Mastercard
3,770,58.93,0,0.0298701298701299,0.0765324675324675,0.34782608695652195,0,2020/04/05 10:55:02,female,Frankfurt,BB Bank Karlsruhe
5,1786,69.83,8,0.00111982082866741,0.0390985442329227,3.0,0,2020/05/15 12:33:46,female,München,Volksbank Karlsruhe
1,485,17.63,3,0.0515463917525773,0.0363505154639175,0.4,1,2020/09/09 11:49:21,female,Frankfurt,Google Pay
5,690,58.35,7,0.00144927536231884,0.0845652173913043,8.0,0,2020/10/27 19:18:30,female,Stuttgart,Cash
6,1059,13.5,9,0.0236071765816808,0.0127478753541076,0.24,0,2020/06/22 14:06:50,,Karlsruhe,Google Pay
4,420,89.92,2,0.0523809523809524,0.21409523809523806,0.0909090909090909,0,2020/02/24 09:14:00,male,München,Sparkasse Munchen
3,1488,53.87,9,0.0174731182795699,0.0362029569892473,0.269230769230769,0,2020/10/26 19:15:35,female,München,Sparkasse Stuttgart
5,827,40.5,3,0.0241837968561064,0.0489721886336155,0.15,0,2020/05/31 13:11:46,male,Frankfurt,Google Pay
2,669,13.58,7,0.00298953662182362,0.0202989536621824,3.0,0,2020/04/20 11:32:15,female,Karlsruhe,Mastercard
4,270,78.69,0,0.0925925925925926,0.29144444444444395,0.12,0,2020/11/29 20:38:53,female,Karlsruhe,Sparkasse Frankfurt
4,466,48.17,0,0.0622317596566524,0.103369098712446,0.27586206896551696,0,2020/12/27 21:48:56,female,Karlsruhe,BB Bank Karlsruhe
2,959,11.63,10,0.0260688216892596,0.0121272158498436,0.24,0,2020/03/20 10:16:03,,Karlsruhe,Google Pay
2,282,70.79,8,0.024822695035461,0.25102836879432605,0.5714285714285711,0,2020/11/12 19:58:55,male,München,Volksbank Karlsruhe
3,304,12.09,8,0.0296052631578947,0.0397697368421053,0.222222222222222,0,2020/09/18 17:44:11,,München,Sparkasse Karlsruhe
3,1237,96.4,1,0.005658852061438961,0.077930476960388,0.42857142857142894,0,2020/04/01 10:44:22,,München,Volksbank Frankfurt
3,1152,91.91,8,0.00173611111111111,0.0797829861111111,5.0,0,2020/02/09 08:37:06,female,München,Cash
5,78,92.86,1,0.384615384615385,1.19051282051282,0.166666666666667,0,2020/05/09 12:17:47,male,Karlsruhe,Volksbank Stuttgart
5,726,12.28,5,0.012396694214876,0.0169146005509642,0.222222222222222,0,2020/08/16 16:21:27,female,München,Volksbank Frankfurt
2,414,98.72,5,0.0314009661835749,0.238454106280193,0.0,0,2020/04/09 11:03:58,male,Stuttgart,Sparkasse Frankfurt
1,898,2.64,3,0.0334075723830735,0.00293986636971047,0.3,1,2020/11/17 13:09:04,female,Frankfurt,Google Pay
1,788,80.87,8,0.0101522842639594,0.102626903553299,0.0,0,2020/07/30 15:40:44,male,München,Google Pay
1,1312,51.43,1,0.007621951219512191,0.0391996951219512,0.7,0,2020/09/16 17:38:48,male,München,Sparkasse Munchen
5,106,81.05,3,0.0471698113207547,0.7646226415094342,0.4,0,2020/04/19 11:30:17,female,Frankfurt,Mastercard
4,921,3.39,4,0.00217155266015201,0.00368078175895765,1.5,0,2020/10/25 19:13:36,female,Stuttgart,Sparkasse Frankfurt
1,299,42.06,8,0.0301003344481605,0.14066889632107002,1.0,0,2020/02/09 08:36:26,male,München,Sparkasse Karlsruhe
2,1755,8.32,0,0.00512820512820513,0.00474074074074074,0.222222222222222,0,2020/11/12 19:58:03,female,Karlsruhe,Sparkasse Karlsruhe
5,798,42.57,6,0.0350877192982456,0.0533458646616541,0.3928571428571429,0,2020/02/04 08:25:12,female,Stuttgart,Sparkasse Stuttgart
1,383,37.25,10,0.0704960835509138,0.0972584856396867,0.0740740740740741,1,2020/09/04 11:42:46,male,Stuttgart,Volksbank Stuttgart
2,530,37.36,3,0.0490566037735849,0.0704905660377358,0.0384615384615385,0,2020/12/20 21:31:10,,Stuttgart,Google Pay
5,1300,22.86,7,0.01,0.0175846153846154,0.23076923076923106,0,2020/01/27 08:05:51,female,München,Volksbank Frankfurt
4,1419,58.79,9,0.006342494714587739,0.041430584918957,0.7777777777777779,0,2020/07/06 14:40:35,male,Karlsruhe,Sparkasse Stuttgart
3,1741,11.94,3,0.0166570936243538,0.00685812751292361,0.241379310344828,0,2020/12/28 21:50:49,female,Karlsruhe,Google Pay
1,1035,61.75,0,0.00289855072463768,0.0596618357487923,2.6666666666666696,0,2020/05/22 12:50:54,female,Frankfurt,Sparkasse Karlsruhe
1,818,88.58,8,0.0220048899755501,0.108288508557457,0.38888888888888895,0,2020/08/19 16:28:04,female,München,Sparkasse Karlsruhe
5,756,8.12,1,0.0013227513227513199,0.0107407407407407,1.0,0,2020/08/09 16:04:27,female,Stuttgart,Sparkasse Munchen
2,735,89.47,9,0.0353741496598639,0.121727891156463,0.307692307692308,0,2020/07/25 15:27:10,female,Frankfurt,BB Bank Karlsruhe
5,1262,81.87,1,0.0206022187004754,0.0648732171156894,0.153846153846154,0,2020/07/22 15:20:42,,München,Volksbank Frankfurt
1,1096,97.39,4,0.0118613138686131,0.0888594890510949,0.0769230769230769,0,2020/06/09 13:34:30,female,Frankfurt,Volksbank Stuttgart
4,767,9.18,8,0.0247718383311604,0.0119687092568449,0.421052631578947,0,2020/10/04 18:21:22,,Karlsruhe,Apple Pay
6,1668,73.58,5,0.012589928057553998,0.0441127098321343,0.0476190476190476,0,2020/06/25 14:14:32,male,Stuttgart,Sparkasse Karlsruhe
6,488,38.44,1,0.0471311475409836,0.0787704918032787,0.34782608695652195,0,2020/08/07 16:00:39,female,Karlsruhe,Volksbank Karlsruhe
3,1424,39.11,10,0.00842696629213483,0.0274648876404494,0.25,0,2020/04/06 10:57:40,female,München,Mastercard
3,1518,81.03,4,0.00197628458498024,0.0533794466403162,2.6666666666666696,0,2020/09/16 17:38:21,male,Stuttgart,Sparkasse Stuttgart
2,569,32.98,4,0.0492091388400703,0.0579613356766257,0.14285714285714302,0,2020/10/01 18:14:22,,München,Sparkasse Frankfurt
3,1504,98.66,4,0.0152925531914894,0.0655984042553191,0.304347826086957,0,2020/05/16 12:35:10,female,Frankfurt,Visa
3,1059,36.28,6,0.0018885741265344696,0.0342587346553352,0.0,0,2020/05/22 12:50:58,male,München,Google Pay
4,81,51.58,3,0.185185185185185,0.6367901234567901,0.6,0,2020/03/25 10:28:40,male,München,Volksbank Stuttgart
4,1235,40.55,2,0.000809716599190283,0.032834008097166,9.0,0,2020/01/03 07:05:25,female,München,Volksbank Karlsruhe
2,297,91.67,6,0.0841750841750842,0.30865319865319896,0.2,0,2020/10/11 18:39:29,male,Stuttgart,Volksbank Karlsruhe
6,2,75.74,1,4.0,37.87,0.75,0,2020/10/22 19:05:25,,Stuttgart,BB Bank Karlsruhe
2,576,91.74,4,0.0190972222222222,0.159270833333333,0.272727272727273,0,2020/03/30 10:39:51,male,Karlsruhe,Volksbank Karlsruhe
5,1145,85.1,9,0.0183406113537118,0.0743231441048035,0.0952380952380952,0,2020/02/15 08:51:27,female,München,Sparkasse Karlsruhe
5,1138,78.7,5,0.0184534270650264,0.0691564147627417,0.14285714285714302,0,2020/05/27 13:02:54,male,Karlsruhe,Volksbank Karlsruhe
1,1075,31.95,8,0.0213953488372093,0.0297209302325581,0.130434782608696,1,2020/06/12 10:06:03,female,Frankfurt,Volksbank Frankfurt
1,1382,36.76,7,0.0166425470332851,0.0265991316931983,0.21739130434782605,1,2020/10/22 12:39:01,female,Frankfurt,BB Bank Karlsruhe
3,876,42.68,0,0.0125570776255708,0.0487214611872146,0.818181818181818,0,2020/11/01 19:31:07,female,Karlsruhe,Volksbank Karlsruhe
1,219,89.69,5,0.11415525114155302,0.409543378995434,0.12,0,2020/04/19 11:30:00,,Frankfurt,Sparkasse Frankfurt
5,1439,36.09,5,0.0062543432939541396,0.0250799166087561,0.33333333333333304,0,2020/09/18 17:43:27,female,Stuttgart,Apple Pay
2,1818,79.15,4,0.0011001100110011,0.0435368536853685,3.0,0,2020/03/17 10:07:44,female,München,BB Bank Karlsruhe
1,218,41.93,7,0.0963302752293578,0.192339449541284,0.19047619047619,0,2020/09/01 17:00:18,male,Frankfurt,Sparkasse Stuttgart
5,793,10.3,5,0.0201765447667087,0.0129886506935687,0.5,0,2020/08/04 15:53:11,male,Frankfurt,Volksbank Stuttgart
4,1437,92.55,6,0.0146137787056367,0.0644050104384134,0.523809523809524,0,2020/10/05 18:25:19,male,Stuttgart,BB Bank Karlsruhe
2,542,22.4,1,0.003690036900369001,0.0413284132841328,0.0,0,2020/05/25 12:58:32,female,Karlsruhe,Visa
6,1559,68.32,8,0.0153944836433611,0.0438229634381014,0.4583333333333329,0,2020/12/22 21:37:39,female,München,Sparkasse Frankfurt
6,671,0.7,5,0.029806259314456,0.00104321907600596,0.2,0,2020/05/01 11:57:57,,Frankfurt,Volksbank Karlsruhe
5,641,79.14,6,0.0436817472698908,0.123463338533541,0.0357142857142857,0,2020/07/04 14:36:42,female,Frankfurt,Volksbank Karlsruhe
2,277,76.34,10,0.0252707581227437,0.27559566787003603,0.7142857142857142,0,2020/03/26 10:31:02,,München,Visa
5,1719,94.59,6,0.00814426992437464,0.0550261780104712,0.0714285714285714,0,2020/07/14 15:00:49,male,Stuttgart,Volksbank Karlsruhe
2,249,77.28,3,0.0441767068273092,0.31036144578313296,0.818181818181818,0,2020/11/16 20:08:46,female,Karlsruhe,Google Pay
2,1803,7.51,2,0.00610094287298946,0.00416528008874099,0.545454545454545,0,2020/03/14 10:00:37,female,Stuttgart,Sparkasse Frankfurt
5,165,79.75,7,0.0363636363636364,0.4833333333333329,0.33333333333333304,0,2020/11/28 20:36:55,male,Karlsruhe,Volksbank Frankfurt
5,1726,7.75,5,0.00405561993047509,0.0044901506373117,0.28571428571428603,0,2020/01/30 08:13:12,female,Stuttgart,Volksbank Frankfurt
2,1767,25.97,5,0.009054895302773059,0.0146972269383135,0.4375,0,2020/05/08 12:16:37,male,München,Sparkasse Karlsruhe
1,310,65.47,5,0.0516129032258065,0.21119354838709695,0.3125,0,2020/10/03 18:20:31,female,Stuttgart,Mastercard
4,1320,77.93,6,0.0174242424242424,0.0590378787878788,0.17391304347826098,0,2020/04/28 11:50:31,male,Stuttgart,BB Bank Karlsruhe
2,796,3.76,2,0.0314070351758794,0.00472361809045226,0.04,0,2020/03/17 10:07:28,male,Karlsruhe,BB Bank Karlsruhe
5,1559,61.66,5,0.0038486209108402796,0.0395509942270686,1.16666666666667,0,2020/09/27 18:04:23,male,München,Sparkasse Karlsruhe
2,373,28.95,2,0.0670241286863271,0.0776139410187668,0.2,0,2020/05/17 12:37:10,female,Stuttgart,Sparkasse Stuttgart
4,1221,93.06,2,0.0106470106470106,0.0762162162162162,0.153846153846154,0,2020/08/22 16:36:28,female,München,Volksbank Frankfurt
3,460,50.97,9,0.00434782608695652,0.110804347826087,4.5,0,2020/03/01 09:29:29,female,Frankfurt,Visa
